dataset,VUS-PR,VUS-ROC,AUC-PR,AUC-ROC,Standard-F1,PA-F1,MSE,MAE
108_SVDB_id_25_Medical_tr_1238_1st_1338,0.175743,0.852752,0.173437,0.817330,0.206630,0.783531,0.346796,0.332758
098_SVDB_id_15_Medical_tr_500_1st_303,0.152672,0.677058,0.096485,0.564989,0.151817,0.614984,1.046880,0.727354
101_SVDB_id_18_Medical_tr_1851_1st_1951,0.186985,0.760797,0.139269,0.677614,0.226271,0.788436,0.679279,0.508319
085_SVDB_id_2_Medical_tr_50000_1st_54982,0.066248,0.689902,0.052718,0.605843,0.107107,0.847543,0.095753,0.182248
114_SVDB_id_31_Medical_tr_25000_1st_63090,0.010943,0.697199,0.014013,0.655475,0.025655,0.997992,0.086476,0.191265
019_MITDB_id_1_Medical_tr_37500_1st_103211,0.219746,0.702179,0.224262,0.700564,0.318745,1.000000,0.012625,0.079330
105_SVDB_id_22_Medical_tr_500_1st_417,0.201016,0.758592,0.134280,0.653134,0.233142,0.765040,0.472511,0.474726
112_SVDB_id_29_Medical_tr_8226_1st_8326,0.019341,0.632082,0.015193,0.543292,0.040048,0.729258,0.243634,0.310316
090_SVDB_id_7_Medical_tr_12157_1st_12257,0.203983,0.810079,0.137595,0.749021,0.261007,0.664203,0.052232,0.149130
107_SVDB_id_24_Medical_tr_32805_1st_32905,0.107567,0.817154,0.066190,0.732132,0.119558,0.590468,0.042026,0.138596
171_SWaT_id_1_Sensor_tr_3749_1st_9522,0.365333,0.836482,0.291418,0.792581,0.490603,0.233908,65.498869,0.158354
113_SVDB_id_30_Medical_tr_4552_1st_4652,0.193665,0.772384,0.198127,0.775530,0.301402,0.761014,0.321620,0.327444
099_SVDB_id_16_Medical_tr_1115_1st_1215,0.217827,0.783342,0.145212,0.709551,0.242735,0.546774,1.422381,0.756490
110_SVDB_id_27_Medical_tr_30824_1st_30924,0.185822,0.878497,0.147626,0.821112,0.235668,0.921341,0.083084,0.177333
089_SVDB_id_6_Medical_tr_50000_1st_83083,0.035763,0.780115,0.030326,0.752354,0.058498,0.788590,0.317161,0.333156
093_SVDB_id_10_Medical_tr_500_1st_37,0.150622,0.699151,0.099560,0.601721,0.180592,0.716014,0.183111,0.289606
030_MITDB_id_12_Medical_tr_50000_1st_84572,0.070429,0.672877,0.054767,0.606255,0.103095,0.878122,0.021179,0.101444
086_SVDB_id_3_Medical_tr_533_1st_633,0.134163,0.700568,0.090918,0.603289,0.167775,0.631287,0.283357,0.336676
116_TAO_id_1_Environment_tr_500_1st_3,0.827038,0.909390,0.051974,0.513797,0.096543,0.096266,0.391542,0.483606
092_SVDB_id_9_Medical_tr_2674_1st_2774,0.381036,0.914533,0.343777,0.891189,0.383711,0.896044,0.311569,0.347235
091_SVDB_id_8_Medical_tr_500_1st_126,0.274341,0.795864,0.250843,0.748029,0.291248,0.829618,0.235152,0.294286
127_TAO_id_12_Environment_tr_500_1st_24,0.819489,0.941490,0.050502,0.493378,0.094582,0.095523,1.017018,0.760510
118_TAO_id_3_Environment_tr_500_1st_7,0.295252,0.622129,0.046231,0.484579,0.095399,0.095268,0.315174,0.413440
109_SVDB_id_26_Medical_tr_1038_1st_1138,0.170061,0.652251,0.114227,0.528427,0.167527,0.762431,0.406180,0.419882
087_SVDB_id_4_Medical_tr_5421_1st_5521,0.165675,0.791671,0.099152,0.680531,0.198937,0.792084,0.209455,0.269541
124_TAO_id_9_Environment_tr_500_1st_1,0.819422,0.897082,0.051401,0.508969,0.094367,0.093386,0.223630,0.379103
125_TAO_id_10_Environment_tr_500_1st_9,0.961221,0.980090,0.094883,0.502326,0.172936,0.173207,0.649600,0.658161
123_TAO_id_8_Environment_tr_500_1st_62,0.800522,0.921235,0.048962,0.510214,0.096019,0.096433,0.718292,0.655123
111_SVDB_id_28_Medical_tr_1791_1st_1891,0.375327,0.837890,0.235077,0.721868,0.363802,0.893472,0.504791,0.408880
119_TAO_id_4_Environment_tr_500_1st_1,0.917267,0.959508,0.094525,0.495512,0.172870,0.172837,0.311865,0.430086
126_TAO_id_11_Environment_tr_500_1st_7,0.961201,0.980882,0.097336,0.516147,0.179031,0.182366,1.082198,0.800866
117_TAO_id_2_Environment_tr_500_1st_1,0.685539,0.839376,0.142004,0.496630,0.245634,0.245623,0.450498,0.547300
122_TAO_id_7_Environment_tr_500_1st_19,0.723056,0.906757,0.097693,0.497740,0.174728,0.176241,0.670530,0.668269
128_TAO_id_13_Environment_tr_500_1st_7,0.825785,0.904881,0.143127,0.509509,0.248741,0.251555,0.769595,0.706426
097_SVDB_id_14_Medical_tr_1031_1st_1131,0.264193,0.754249,0.183647,0.642379,0.305131,0.887523,0.900325,0.585634
120_TAO_id_5_Environment_tr_500_1st_3,0.961474,0.978420,0.095610,0.503042,0.174934,0.174657,0.316778,0.439999
088_SVDB_id_5_Medical_tr_500_1st_168,0.139073,0.609253,0.110674,0.531660,0.182400,0.798931,0.627049,0.584033
172_SWaT_id_2_Sensor_tr_23700_1st_23800,0.383152,0.553785,0.708334,0.829468,0.783414,0.856172,15.151674,0.647435
121_TAO_id_6_Environment_tr_500_1st_7,0.826112,0.906270,0.143006,0.510004,0.248649,0.251511,0.715714,0.685765
